contractor_id,district_id,company_size,years_active,number_of_workers,complaint_count,resolved_cases,average_delay_days,average_wage_gap,risk_index,NGO_reports,inspection_history,blacklisted
C04631,D010,6,12.8,6,0,0,0.8,16.26,6.25,1,2,False
C04632,D057,1,3.7,1,4,1,1.4,0.0,8.04,1,2,False
C04633,D086,7,6.3,7,1,0,1.7,22.85,7.26,0,2,False
C04634,D100,36,0.6,36,3,2,3.5,62.33,20.11,1,0,False
C04635,D086,10,1.6,10,1,0,5.7,33.94,9.65,0,0,False
C04636,D018,3,15.9,3,3,2,0.4,0.0,5.3,0,5,False
C04637,D013,15,1.5,15,4,2,1.2,19.36,21.48,1,2,False
C04638,D019,13,1.8,13,6,1,9.8,44.81,27.86,0,0,False
C04639,D063,86,1.1,86,4,1,5.0,14.37,8.8,0,2,False
C04640,D040,26,0.7,26,3,2,36.3,62.18,22.0,0,0,False
C04641,D096,16,1.3,16,5,2,10.1,61.87,21.84,0,2,False
C04642,D078,30,5.1,30,4,2,4.7,21.29,28.19,0,3,False
C04643,D098,10,3.0,10,6,5,8.8,44.0,37.57,1,4,False
C04644,D044,11,4.0,11,2,1,0.1,23.52,4.49,0,5,False
C04645,D049,64,0.7,64,2,1,9.2,59.53,16.57,0,1,False
C04646,D002,2,8.1,2,7,6,3.9,35.49,13.03,0,2,False
C04647,D043,32,7.7,32,0,0,0.1,10.66,1.19,0,3,False
C04648,D063,10,0.1,10,10,6,17.3,73.72,51.08,1,1,False
C04649,D051,9,2.4,9,1,0,0.6,41.76,8.36,0,1,False
C04650,D043,7,0.4,7,4,2,6.3,0.0,15.28,0,2,False
C04651,D099,14,7.9,14,4,2,0.7,0.0,9.66,1,4,False
C04652,D024,11,6.7,11,2,1,1.3,53.1,11.25,0,3,False
C04653,D076,8,11.6,8,8,6,14.9,49.24,34.22,1,1,False
C04654,D005,6,1.3,6,2,1,9.6,7.86,12.2,1,0,False
C04655,D064,1,3.0,1,5,3,0.8,77.09,33.79,2,1,False
C04656,D037,5,1.0,5,3,1,8.7,38.59,20.8,0,2,False
C04657,D049,7,2.3,7,2,0,1.7,8.89,6.94,0,0,False
C04658,D067,14,3.7,14,8,4,10.1,49.53,38.21,2,3,False
C04659,D076,86,0.3,86,12,8,4.2,98.47,58.71,2,1,False
C04660,D002,6,6.3,6,9,6,3.4,53.47,26.21,1,1,False
C04661,D062,4,3.9,4,8,5,24.5,60.15,41.06,2,2,False
C04662,D033,5,8.8,5,2,1,0.5,17.73,6.71,0,1,False
C04663,D022,14,1.6,14,1,0,9.2,12.29,10.73,0,3,False
C04664,D096,21,11.7,21,4,2,2.2,0.0,13.72,0,3,False
C04665,D060,25,30.0,25,0,0,0.7,0.0,2.8,0,0,False
C04666,D076,27,12.6,27,2,1,1.0,21.71,6.8,0,0,False
C04667,D019,32,7.5,32,10,6,7.6,58.95,42.61,3,0,False
C04668,D092,9,8.4,9,2,1,7.3,58.56,29.76,2,3,False
C04669,D062,94,4.3,94,4,2,40.6,16.86,27.95,1,1,False
C04670,D096,8,1.1,8,6,5,38.1,73.92,32.89,0,2,False
C04671,D090,13,5.7,13,3,1,11.0,19.05,15.29,0,2,False
C04672,D021,44,6.2,44,0,0,0.0,11.42,4.85,1,2,False
C04673,D068,21,21.1,21,0,0,1.0,30.21,3.74,0,0,False
C04674,D067,1,3.9,1,2,1,14.6,17.93,17.21,0,2,False
C04675,D086,12,1.6,12,5,4,1.9,34.34,13.95,0,0,False
C04676,D054,28,5.8,28,5,3,4.1,36.49,17.85,1,3,False
C04677,D067,3,19.4,3,0,0,1.0,9.42,4.7,0,1,False
C04678,D032,25,1.0,25,5,4,1.7,41.14,15.02,1,3,False
C04679,D047,17,2.0,17,2,1,1.4,20.66,17.99,1,3,False
C04680,D007,39,3.9,39,4,2,0.7,35.64,11.17,1,5,False
C04681,D094,6,0.9,6,1,0,2.4,51.93,4.63,1,2,False
C04682,D037,32,0.1,32,4,3,3.7,40.87,13.94,0,2,False
C04683,D066,14,2.1,14,5,4,2.8,22.16,12.81,0,2,False
C04684,D046,71,10.0,71,6,4,0.6,3.69,14.24,1,0,False
C04685,D022,197,0.2,197,4,1,3.1,48.75,11.81,0,1,False
C04686,D098,56,2.8,56,5,3,0.3,26.16,12.44,0,0,False
C04687,D032,19,7.2,19,8,5,0.2,38.61,27.99,0,3,False
C04688,D022,124,15.3,124,11,8,18.8,100.36,53.29,1,3,False
C04689,D082,22,21.2,22,4,3,17.9,48.21,24.83,1,0,False
C04690,D040,4,2.7,4,2,1,2.6,38.93,23.23,0,0,False
C04691,D053,11,15.0,11,8,5,4.5,20.68,16.2,1,2,False
C04692,D060,26,0.2,26,12,5,3.7,69.45,39.9,3,2,False
C04693,D002,27,6.9,27,5,4,0.8,23.89,9.78,0,3,False
C04694,D013,3,5.1,3,0,0,1.2,0.0,11.38,0,3,False
C04695,D099,4,1.4,4,10,6,13.2,39.82,28.04,0,2,False
C04696,D062,8,3.5,8,5,2,5.4,77.45,35.58,2,3,False
C04697,D056,20,0.7,20,11,9,22.6,54.21,41.06,2,1,False
C04698,D014,23,10.3,23,6,2,12.2,57.43,20.87,2,1,False
C04699,D008,14,2.2,14,3,2,1.7,15.8,9.29,0,3,False
C04700,D002,5,4.9,5,3,1,3.0,41.16,13.72,0,0,False
C04701,D099,69,0.9,69,0,0,1.0,14.45,5.45,0,1,False
C04702,D085,4,1.2,4,5,3,1.9,58.94,33.04,0,1,False
C04703,D087,44,24.1,44,3,1,5.7,10.39,16.47,0,2,False
C04704,D085,25,7.0,25,4,1,14.6,16.4,23.36,0,1,False
C04705,D082,43,16.3,43,6,4,11.1,24.93,31.06,0,1,False
C04706,D013,7,1.8,7,3,2,21.1,20.42,24.28,0,2,False
C04707,D001,10,0.9,10,3,2,2.1,7.38,8.14,0,1,False
C04708,D016,12,3.5,12,3,2,3.7,12.46,12.51,0,1,False
C04709,D066,7,3.4,7,0,0,3.3,3.24,3.14,0,1,False
C04710,D028,15,1.0,15,0,0,1.2,38.29,4.21,0,2,False
C04711,D017,59,6.6,59,4,3,18.5,36.57,16.09,0,0,False
C04712,D062,3,2.2,3,4,3,6.2,11.14,19.6,0,2,False
C04713,D023,6,1.0,6,8,7,7.8,48.39,39.65,1,2,False
C04714,D069,5,2.0,5,5,4,5.1,21.2,24.19,2,2,False
C04715,D089,11,4.1,11,1,0,4.5,38.53,25.59,0,1,False
C04716,D086,10,6.5,10,1,0,0.2,0.0,4.95,0,2,False
C04717,D083,26,3.3,26,7,5,0.3,10.76,32.74,2,2,False
C04718,D045,12,3.7,12,1,0,9.1,43.55,15.56,0,1,False
C04719,D020,16,0.7,16,5,3,5.4,22.06,18.63,0,3,False
C04720,D067,18,12.3,18,1,0,19.4,15.47,31.97,0,0,False
C04721,D028,15,13.2,15,1,0,0.5,0.0,7.72,1,2,False
C04722,D041,24,5.8,24,6,5,4.7,0.0,12.86,2,1,False
C04723,D089,10,0.1,10,7,5,9.0,0.0,12.6,1,2,False
C04724,D013,63,3.9,63,5,2,0.7,0.0,11.91,0,3,False
C04725,D077,154,5.0,154,1,0,1.1,11.59,10.15,0,2,False
C04726,D030,24,26.2,24,4,3,5.0,87.56,27.98,1,1,False
C04727,D065,15,27.7,15,0,0,0.6,0.0,7.85,0,1,False
C04728,D081,22,9.7,22,2,1,5.7,0.0,11.19,0,3,False
C04729,D039,4,0.3,4,7,4,8.6,22.77,29.55,2,2,False
C04730,D053,14,15.3,14,0,0,0.2,27.4,4.61,0,1,False
C04731,D032,5,4.7,5,5,1,0.2,67.28,28.69,2,1,False
C04732,D091,20,8.1,20,4,1,13.7,48.46,25.23,0,5,False
C04733,D007,5,2.6,5,5,3,0.4,0.0,20.52,0,2,False
C04734,D033,8,1.9,8,5,3,1.5,31.28,21.41,1,5,False
C04735,D044,1,3.1,1,9,6,7.4,11.93,23.01,0,0,False
C04736,D068,3,0.8,3,0,0,3.1,0.0,6.81,0,2,False
C04737,D010,17,2.2,17,2,1,11.9,24.6,16.48,0,1,False
C04738,D046,5,9.7,5,3,2,0.5,18.32,16.84,0,0,False
C04739,D088,35,0.2,35,0,0,19.0,16.52,15.01,1,2,False
C04740,D074,4,0.8,4,2,1,1.4,26.62,12.35,1,1,False
C04741,D086,19,0.7,19,3,1,1.0,48.42,23.94,0,1,False
C04742,D052,5,2.6,5,0,0,0.4,12.28,1.85,0,1,False
C04743,D086,17,29.0,17,1,0,19.2,13.98,14.97,0,1,False
C04744,D062,2,1.0,2,1,0,1.0,0.0,5.17,0,3,False
C04745,D048,7,0.8,7,3,2,13.9,12.12,25.52,2,4,False
C04746,D049,5,12.3,5,1,0,0.7,14.48,8.13,0,3,False
C04747,D025,29,10.7,29,1,0,0.4,6.03,6.97,0,0,False
C04748,D023,19,0.2,19,5,2,0.2,27.17,21.64,2,3,False
C04749,D079,3,7.0,3,7,6,1.9,0.0,17.96,0,1,False
C04750,D069,9,5.3,9,4,2,1.3,24.52,10.9,0,3,False
C04751,D053,5,7.3,5,6,3,3.5,46.81,38.12,1,1,False
C04752,D044,31,3.4,31,6,5,1.0,36.17,14.53,0,0,False
C04753,D071,43,23.8,43,0,0,2.0,6.08,4.29,0,2,False
C04754,D037,2,0.2,2,0,0,1.1,13.95,4.04,0,5,False
C04755,D068,27,1.3,27,2,1,0.4,0.0,3.87,0,0,False
C04756,D018,5,2.5,5,3,1,4.7,39.52,10.07,0,2,False
C04757,D023,9,3.0,9,3,1,1.0,24.35,12.16,0,2,False
C04758,D004,12,12.7,12,6,4,1.9,15.04,25.77,2,0,False
C04759,D056,74,4.1,74,4,2,8.1,30.37,17.29,2,2,False
C04760,D018,4,0.2,4,7,5,52.3,43.97,45.18,0,1,False
C04761,D023,28,2.6,28,2,1,3.9,13.89,4.24,1,0,False
C04762,D006,3,2.7,3,4,2,5.2,12.62,12.24,0,1,False
C04763,D030,3,16.8,3,1,0,2.0,0.0,1.73,0,1,False
C04764,D066,12,4.6,12,1,0,3.6,16.31,7.39,1,2,False
C04765,D065,12,5.0,12,1,0,0.4,0.0,6.7,0,1,False
C04766,D085,1,6.2,1,4,2,24.9,50.42,21.62,0,4,False
C04767,D020,38,7.3,38,3,2,10.0,48.65,18.83,3,2,False
C04768,D087,1,5.0,1,0,0,0.9,15.13,8.27,1,0,False
C04769,D028,10,1.4,10,4,2,6.7,29.16,21.24,0,0,False
C04770,D027,45,10.4,45,5,2,0.0,14.58,17.6,0,2,False
C04771,D005,110,6.6,110,3,2,7.3,25.71,22.51,0,3,False
C04772,D041,8,6.8,8,6,2,10.7,39.42,33.02,1,5,False
C04773,D052,2,28.4,2,8,5,7.2,25.06,17.85,0,1,False
C04774,D074,44,8.1,44,4,2,11.6,35.09,19.34,0,0,False
C04775,D099,28,8.8,28,3,2,1.4,0.0,6.65,1,2,False
C04776,D009,7,15.1,7,2,1,7.5,16.7,11.47,1,2,False
C04777,D002,6,0.8,6,3,1,18.2,25.29,20.04,0,2,False
C04778,D039,5,3.4,5,4,2,1.8,11.48,17.27,0,0,False
C04779,D090,8,4.3,8,5,4,14.8,64.78,31.84,1,0,False
C04780,D005,16,2.0,16,3,2,0.9,36.95,12.75,0,2,False
C04781,D071,6,9.1,6,3,1,4.0,44.76,26.11,0,2,False
C04782,D004,7,7.2,7,5,3,1.1,53.16,29.2,0,2,False
C04783,D094,23,6.4,23,6,5,6.6,56.35,23.75,1,3,False
C04784,D078,2,29.3,2,12,10,14.4,46.44,48.05,1,2,False
C04785,D007,8,1.5,8,1,0,0.4,0.0,6.21,0,2,False
C04786,D029,2,6.6,2,1,0,2.5,7.84,9.94,0,4,False
C04787,D001,13,4.0,13,0,0,4.1,17.68,6.79,0,1,False
C04788,D001,1,1.9,1,6,3,2.8,22.45,20.81,0,2,False
C04789,D097,29,0.9,29,2,1,1.5,30.31,10.75,1,1,False
C04790,D059,3,11.3,3,2,1,12.5,34.91,15.06,1,1,False
C04791,D044,2,4.5,2,3,1,1.2,27.59,6.12,0,2,False
C04792,D027,8,8.7,8,4,2,30.5,70.49,55.99,2,1,False
C04793,D046,67,3.9,67,6,5,36.6,73.98,51.51,0,3,False
C04794,D067,24,1.2,24,1,0,1.8,0.0,8.94,0,2,False
C04795,D013,1,2.1,1,5,2,13.6,24.57,21.0,0,1,False
C04796,D086,3,2.4,3,6,5,8.1,1.6,16.54,0,0,False
C04797,D055,8,18.0,8,2,1,1.2,7.25,10.92,0,0,False
C04798,D035,114,0.0,114,6,5,1.1,35.62,18.18,2,2,False
C04799,D100,4,21.2,4,1,0,0.7,22.18,2.51,0,1,False
C04800,D066,4,19.7,4,1,0,0.8,3.63,3.65,0,0,False
C04801,D074,56,27.8,56,7,4,8.3,0.0,17.05,0,1,False
C04802,D040,14,3.2,14,0,0,1.5,5.64,2.07,0,1,False
C04803,D027,34,16.6,34,4,1,5.4,29.51,15.76,1,0,False
C04804,D078,5,2.5,5,0,0,10.0,12.24,7.67,0,0,False
C04805,D024,11,0.1,11,2,1,1.5,36.16,17.62,1,1,False
C04806,D069,45,1.3,45,4,3,1.4,21.02,14.77,0,3,False
C04807,D081,10,14.5,10,10,6,0.5,50.05,37.27,0,0,False
C04808,D100,37,0.1,37,3,2,1.0,39.87,18.27,0,1,False
C04809,D067,17,3.9,17,4,3,9.4,44.44,25.86,1,2,False
C04810,D036,4,0.4,4,1,0,1.2,13.98,5.73,0,0,False
C04811,D079,11,1.7,11,6,5,3.0,52.39,21.18,0,0,False
C04812,D067,32,0.5,32,2,1,7.9,39.27,17.98,1,3,False
C04813,D022,23,9.8,23,3,2,5.5,47.57,14.82,0,1,False
C04814,D059,11,4.5,11,6,5,0.6,32.51,19.84,0,0,False
C04815,D035,1,11.6,1,6,5,12.5,90.98,33.84,1,2,False
C04816,D091,2,5.8,2,6,3,4.0,48.58,22.48,3,3,False
C04817,D070,2,17.7,2,4,2,1.2,20.34,19.62,0,0,False
C04818,D029,7,3.6,7,3,2,4.6,0.0,14.96,0,0,False
C04819,D055,8,5.1,8,4,3,1.1,40.14,25.09,1,1,False
C04820,D090,2,4.3,2,3,2,45.9,75.82,31.62,2,3,False
C04821,D019,33,3.3,33,3,2,14.8,42.72,23.14,0,1,False
C04822,D076,3,9.4,3,2,1,1.3,39.78,15.77,0,0,False
C04823,D012,3,5.2,3,1,0,6.4,2.03,23.7,1,1,False
C04824,D088,13,8.1,13,2,1,13.4,36.57,14.7,1,2,False
C04825,D051,32,7.7,32,7,4,18.4,75.88,28.17,0,0,False
C04826,D080,95,1.1,95,3,2,2.1,25.01,15.18,1,4,False
C04827,D013,21,5.3,21,0,0,2.7,24.89,9.12,0,3,False
C04828,D045,59,1.1,59,6,5,19.2,108.67,49.95,0,0,False
C04829,D009,3,4.4,3,7,6,1.5,70.37,36.99,1,0,False
C04830,D075,105,5.7,105,9,6,7.0,40.11,32.57,1,1,False
C04831,D004,1,29.5,1,0,0,7.8,7.53,19.11,1,0,False
C04832,D098,7,0.2,7,2,1,0.2,0.18,16.53,0,1,False
C04833,D025,21,0.5,21,4,2,2.5,72.27,35.36,0,1,False
C04834,D006,2,0.4,2,4,2,1.5,57.92,7.6,0,1,False
C04835,D073,4,2.5,4,2,1,8.7,64.61,26.26,0,0,False
C04836,D022,4,8.6,4,2,1,18.0,12.65,12.27,0,3,False
C04837,D066,8,9.3,8,4,2,8.9,62.15,13.62,0,0,False
C04838,D065,50,6.7,50,4,3,4.5,0.0,11.94,0,1,False
C04839,D067,12,11.4,12,12,10,4.5,72.55,41.39,0,1,False
C04840,D012,7,1.9,7,5,3,26.8,27.77,26.86,0,3,False
C04841,D062,1,0.5,1,1,0,4.0,0.0,9.82,0,2,False
C04842,D022,19,0.3,19,2,1,1.7,32.24,4.92,0,1,False
C04843,D090,26,9.6,26,2,0,2.2,21.69,3.64,0,2,False
C04844,D061,2,6.6,2,9,8,6.5,16.91,27.16,1,1,False
C04845,D012,11,6.0,11,10,7,10.4,91.56,52.62,1,2,False
C04846,D099,14,2.1,14,4,3,0.2,29.81,22.17,0,2,False
C04847,D044,31,2.4,31,2,1,1.7,8.46,6.82,0,1,False
C04848,D078,5,15.9,5,5,3,10.3,32.09,24.36,3,2,False
C04849,D057,5,0.3,5,3,1,0.3,58.14,15.38,0,1,False
C04850,D043,7,7.4,7,0,0,9.9,32.94,13.7,0,1,False
C04851,D076,44,1.9,44,3,2,9.6,42.08,24.17,2,0,False
C04852,D028,34,0.2,34,1,0,1.6,0.0,5.23,0,2,False
C04853,D064,11,6.8,11,7,5,25.1,65.01,39.25,0,2,False
C04854,D018,33,2.0,33,4,3,1.8,40.7,22.95,0,2,False
C04855,D006,1,6.4,1,3,2,5.5,42.97,22.13,2,1,False
C04856,D072,26,6.1,26,2,1,2.8,68.65,11.69,0,2,False
C04857,D045,3,3.8,3,2,1,0.2,14.02,4.99,0,0,False
C04858,D033,71,7.5,71,3,2,3.2,19.32,19.94,3,2,False
C04859,D037,4,4.3,4,1,0,7.3,22.88,12.56,0,2,False
C04860,D055,5,1.7,5,7,6,18.0,40.18,30.38,2,1,False
C04861,D049,21,6.6,21,0,0,3.5,11.24,6.22,0,1,False
C04862,D005,23,4.4,23,10,8,1.1,32.73,40.01,2,1,False
C04863,D067,7,0.1,7,1,0,0.3,0.0,2.99,0,0,False
C04864,D003,17,11.6,17,4,1,7.4,5.94,21.03,0,4,False
C04865,D049,19,3.9,19,3,2,0.1,0.0,7.92,0,0,False
C04866,D022,18,10.1,18,3,1,0.5,0.6,4.99,0,0,False
C04867,D057,8,10.7,8,3,1,2.3,0.0,19.86,0,1,False
C04868,D094,20,2.9,20,1,0,9.7,38.01,15.69,0,2,False
C04869,D046,49,3.5,49,13,7,82.8,58.31,58.52,1,2,False
C04870,D064,3,2.7,3,0,0,2.4,9.68,14.98,1,1,False
C04871,D069,5,3.0,5,5,4,7.8,25.1,25.87,1,2,False
C04872,D006,12,11.3,12,0,0,2.8,0.0,11.33,0,1,False
C04873,D100,4,7.8,4,4,2,22.6,54.97,21.1,1,2,False
C04874,D032,2,0.7,2,3,1,12.5,41.4,17.67,1,2,False
C04875,D085,36,4.7,36,0,0,0.8,16.46,4.04,0,2,False
C04876,D094,1,27.5,1,3,2,8.7,49.44,29.34,1,2,False
C04877,D003,8,4.5,8,5,4,0.2,56.58,34.13,0,2,False
C04878,D054,26,7.7,26,3,1,3.3,29.91,19.61,2,2,False
C04879,D045,15,7.3,15,9,3,10.2,104.82,52.03,1,0,False
C04880,D029,8,2.2,8,2,1,0.1,34.41,19.14,1,3,False
C04881,D046,4,2.3,4,5,3,0.7,37.57,15.35,0,3,False
C04882,D031,17,6.4,17,2,1,3.6,0.0,15.46,3,1,False
C04883,D098,4,3.5,4,4,1,4.9,0.0,11.2,0,0,False
C04884,D096,15,4.2,15,4,3,16.6,46.7,23.47,0,0,False
C04885,D037,14,6.2,14,3,2,0.6,43.31,23.09,0,5,False
C04886,D077,14,7.5,14,7,5,5.3,61.0,32.84,1,0,False
C04887,D084,6,1.6,6,0,0,1.2,0.0,3.21,0,0,False
C04888,D061,93,0.8,93,9,7,13.0,72.75,31.73,3,0,False
C04889,D028,17,1.7,17,1,0,0.2,33.87,8.01,0,2,False
C04890,D083,9,3.5,9,4,2,2.8,27.7,21.49,0,2,False
C04891,D063,15,2.1,15,2,1,0.6,3.62,16.48,0,1,False
C04892,D037,5,4.2,5,0,0,0.6,2.43,2.42,0,0,False
C04893,D024,8,0.3,8,2,1,1.3,31.69,5.61,0,0,False
C04894,D037,133,3.6,133,8,4,0.1,69.98,47.98,3,1,False
C04895,D062,5,2.3,5,3,2,2.3,43.03,16.06,1,2,False
C04896,D084,11,3.8,11,5,4,2.5,46.44,26.44,0,4,False
C04897,D035,7,2.7,7,4,1,10.9,57.76,21.68,3,0,False
C04898,D075,4,1.7,4,1,0,11.0,0.0,14.35,0,1,False
C04899,D091,18,11.7,18,1,0,0.9,11.37,6.03,0,2,False
C04900,D018,12,1.0,12,16,13,4.7,115.77,56.71,2,2,False
C04901,D087,30,5.7,30,6,4,11.8,9.44,25.38,0,0,False
C04902,D082,27,12.9,27,7,6,35.0,77.63,29.3,0,1,False
C04903,D060,29,3.9,29,3,2,1.3,17.76,10.82,1,1,False
C04904,D079,4,10.5,4,8,5,0.4,23.28,25.75,2,1,False
C04905,D005,23,0.7,23,0,0,1.0,0.0,2.66,0,0,False
C04906,D052,23,3.4,23,0,0,1.4,0.0,3.55,0,0,False
C04907,D023,4,3.1,4,5,4,2.2,27.12,18.35,0,2,False
C04908,D085,8,0.0,8,0,0,2.3,31.86,9.19,0,0,False
C04909,D096,2,2.9,2,4,3,0.3,28.24,11.52,0,1,False
C04910,D083,23,2.3,23,3,2,4.1,0.0,12.25,0,2,False
C04911,D093,23,5.5,23,4,2,4.3,11.44,11.61,0,3,False
C04912,D076,50,13.9,50,2,1,0.5,5.42,6.56,0,1,False
C04913,D098,9,0.4,9,8,3,23.0,86.95,48.76,1,3,False
C04914,D045,19,2.0,19,3,2,0.2,27.51,15.78,0,0,False
C04915,D047,32,2.9,32,3,2,6.1,39.52,12.08,0,1,False
C04916,D017,5,3.0,5,1,0,4.9,33.77,8.22,0,1,False
C04917,D020,4,7.5,4,5,2,0.4,45.33,20.47,0,2,False
C04918,D028,5,2.9,5,6,4,33.6,28.92,51.96,2,4,False
C04919,D023,8,0.1,8,3,2,7.8,11.93,19.83,0,0,False
C04920,D033,5,6.2,5,5,3,4.8,41.25,39.55,1,1,False
C04921,D064,6,10.8,6,4,3,0.2,45.4,22.27,0,4,False
C04922,D085,29,3.6,29,2,0,11.5,34.28,13.16,0,3,False
C04923,D050,11,4.4,11,0,0,0.2,28.29,1.64,0,0,False
C04924,D055,16,0.9,16,1,0,5.1,46.19,16.13,2,2,False
C04925,D077,7,1.2,7,3,2,1.5,31.08,17.97,0,1,False
C04926,D075,6,1.3,6,4,1,7.0,2.67,8.05,1,0,False
C04927,D088,16,2.8,16,1,0,1.1,45.82,16.85,0,0,False
C04928,D065,13,13.2,13,3,2,0.6,0.0,8.51,1,1,False
C04929,D005,26,3.7,26,4,3,8.1,0.58,13.04,0,0,False
C04930,D029,44,1.1,44,2,1,0.3,0.0,10.64,0,1,False
C04931,D076,6,1.5,6,3,1,9.4,34.49,16.68,1,0,False
C04932,D054,28,2.4,28,3,2,0.4,0.0,8.3,0,0,False
C04933,D067,4,4.9,4,8,6,14.1,36.42,39.43,1,2,False
C04934,D073,96,2.9,96,6,3,2.7,33.52,19.15,1,1,False
C04935,D071,5,2.5,5,3,1,0.8,6.01,6.35,0,2,False
C04936,D038,24,4.2,24,2,1,4.4,4.77,10.45,0,1,False
C04937,D021,4,1.4,4,1,0,4.3,0.0,11.37,0,2,False
C04938,D081,10,0.4,10,5,2,3.5,65.55,26.44,2,1,False
C04939,D078,57,0.1,57,9,5,1.2,62.14,26.96,0,3,False
C04940,D007,5,1.4,5,2,1,1.1,13.73,8.28,1,2,False
C04941,D059,110,0.5,110,13,11,13.8,81.56,44.42,3,1,False
C04942,D087,12,2.0,12,6,3,0.0,61.28,17.2,0,1,False
C04943,D007,32,7.4,32,2,1,8.7,14.42,14.83,0,0,False
C04944,D089,18,6.3,18,1,0,12.8,0.0,14.31,0,0,False
C04945,D096,19,4.7,19,4,1,8.6,38.06,13.62,1,1,False
C04946,D030,2,9.6,2,4,2,4.8,0.0,15.42,0,0,False
C04947,D065,7,1.7,7,3,2,1.7,16.05,9.42,2,3,False
C04948,D065,40,10.8,40,2,1,0.3,17.67,12.31,1,1,False
C04949,D029,8,2.5,8,0,0,3.9,57.49,10.05,0,0,False
C04950,D100,13,2.6,13,3,2,1.6,37.22,10.6,0,0,False
C04951,D020,2,2.6,2,4,3,1.5,50.55,15.1,1,3,False
C04952,D044,7,0.5,7,5,3,1.3,46.3,10.92,1,1,False
C04953,D045,37,18.5,37,5,2,0.3,49.69,33.42,2,2,False
C04954,D048,3,0.7,3,5,2,5.5,22.34,23.29,0,0,False
C04955,D085,24,2.1,24,4,3,8.4,57.6,19.49,1,2,False
C04956,D008,14,1.9,14,1,0,12.7,66.75,24.51,0,0,False
C04957,D017,9,0.4,9,8,7,17.6,59.04,33.6,1,1,False
C04958,D062,9,0.8,9,0,0,0.6,36.18,24.64,2,0,False
C04959,D094,7,0.2,7,4,2,22.1,66.51,27.44,1,1,False
C04960,D022,8,1.7,8,0,0,2.7,0.0,4.59,0,2,False
C04961,D007,30,10.1,30,2,1,0.4,30.42,11.82,0,2,False
C04962,D001,7,2.1,7,2,1,0.5,26.54,21.14,0,1,False
C04963,D006,74,0.7,74,3,2,17.4,49.63,28.21,1,0,False
C04964,D003,16,5.2,16,4,3,19.9,48.73,24.12,1,1,False
C04965,D020,6,28.4,6,4,3,2.8,0.0,12.32,0,0,False
C04966,D001,32,1.3,32,1,0,1.0,29.85,5.82,0,0,False
C04967,D079,22,1.6,22,2,1,7.4,10.15,20.29,0,0,False
C04968,D035,2,17.9,2,0,0,2.7,31.83,7.39,0,2,False
C04969,D031,4,1.0,4,5,3,6.5,36.42,18.64,2,1,False
C04970,D085,10,3.6,10,4,3,7.7,16.72,11.54,0,1,False
C04971,D059,2,1.4,2,1,0,1.7,12.96,6.3,1,3,False
C04972,D012,98,13.5,98,8,6,2.4,38.99,29.1,0,1,False
C04973,D024,27,20.0,27,5,3,12.3,69.92,27.7,2,2,False
C04974,D035,12,8.4,12,3,2,4.7,14.96,16.48,1,1,False
C04975,D063,8,1.9,8,0,0,3.8,3.2,11.38,0,2,False
C04976,D022,6,2.6,6,5,2,8.1,68.2,33.59,0,4,False
C04977,D038,1,1.4,1,6,4,5.2,0.0,21.25,3,2,False
C04978,D075,2,11.1,2,1,0,2.3,16.65,11.84,0,3,False
C04979,D002,81,12.3,81,9,7,3.3,45.87,28.17,1,1,False
C04980,D049,58,2.7,58,1,0,0.9,6.35,12.1,1,0,False
C04981,D061,6,5.3,6,14,11,3.4,57.77,56.97,2,2,False
C04982,D048,30,0.9,30,3,2,16.1,9.94,18.12,2,2,False
C04983,D023,20,2.9,20,6,4,26.4,55.4,29.12,1,2,False
C04984,D048,22,5.0,22,8,6,34.6,37.07,44.61,0,0,False
C04985,D087,2,2.4,2,5,4,13.0,0.0,18.44,1,1,False
C04986,D091,1,2.2,1,0,0,0.1,0.0,3.49,0,1,False
C04987,D032,39,0.0,39,3,2,1.2,18.52,7.86,0,2,False
C04988,D017,1,8.2,1,4,3,14.6,8.16,20.88,0,2,False
C04989,D034,10,11.0,10,5,3,1.5,35.41,20.52,0,1,False
C04990,D023,8,17.4,8,0,0,5.6,29.86,7.49,1,3,False
C04991,D055,7,6.4,7,5,4,29.2,47.23,26.61,0,1,False
C04992,D003,16,4.0,16,3,2,18.0,20.0,22.67,0,2,False
C04993,D043,6,1.6,6,2,1,2.8,55.59,13.27,1,0,False
C04994,D092,18,30.0,18,9,5,15.2,125.07,52.93,4,2,False
C04995,D076,14,4.5,14,2,1,9.1,5.78,11.93,0,0,False
C04996,D057,99,5.7,99,4,3,7.3,0.0,21.12,1,2,False
C04997,D038,3,5.7,3,1,0,7.5,19.55,8.33,1,1,False
C04998,D093,12,9.3,12,2,1,2.4,33.78,9.79,0,3,False
C04999,D098,18,0.0,18,1,0,3.2,0.0,10.8,0,1,False
C05000,D094,9,1.2,9,6,2,3.5,43.83,23.17,2,0,False
C05001,D003,3,5.5,3,1,0,1.1,0.0,12.48,0,0,False
C05002,D023,42,11.3,42,1,0,0.1,39.73,13.44,0,1,False
C05003,D023,17,5.8,17,5,4,2.3,10.39,25.75,0,2,False
C05004,D088,3,2.7,3,1,0,1.0,19.47,7.21,0,0,False
C05005,D029,18,2.2,18,3,2,4.8,26.09,13.33,2,1,False
C05006,D088,66,6.7,66,6,5,4.7,39.09,28.13,1,2,False
